word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
house,house,house,,house,house,lemma_group,house,,,light_holy,,a building for human habitation,,building;dwelling;residence,,,1281,1216,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,house:1281,17.1562,0.9,False,
sold,sold,sold,,sold,sold,lemma_group,sold,,,war_conflict,,"to be sold or transferred, possibly referring to a concept of war or conflict in the game",,exchange;sell;transfer,acquired;bought;purchased,,1205,1199,2,BroadcastText;ItemSparse,sold:1205,11.0951,0.7,True,low_confidence
these,these,these,,these,these,lemma_group,these,,,trade_crafting,,used to refer to things that are present or near the speaker,,this;those,,,1195,1173,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,these:1195,15.0867,0.8,False,
match,match,match,,match,match,lemma_group,matches;match;matching;matched,matches;matching;matched,,trade_crafting;war_conflict,,to fit or correspond with something else,,battle;competition;contest;correspond;corresponding;equal;fit;matching;similar;strong;suitable,incompatible;mismatch;peace;truce;unequal;unmatched;weak,,1150,1146,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,matches:1094;match:37;matching:14;matched:5,12.9985,0.6,True,low_confidence
every,every,every,,every,every,lemma_group,every,,,nature_druid_emerald,,happening or done for each person or thing in a group,,all;each,,,1149,1086,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,every:1149,15.0475,0.8,False,
auction,auction,auction,,auction,auction,lemma_group,auction,,,trade_crafting,,"a public sale or competition, often used to buy or sell goods",,competition;goods;sale,buy;purchase,,1107,1106,1,ItemSparse,auction:1107,9.0103,0.8,False,
bought,bought,bought,,bought,bought,lemma_group,bought,,,trade_crafting,,"to purchase or acquire something, often in exchange for money or other goods",,acquire;buy;purchase,discard;give away;sell,,1096,1096,2,BroadcastText;ItemSparse,bought:1096,11.0003,0.9,False,
difficulty,difficulty,difficulty,,difficulty,difficulty,lemma_group,difficulty;difficulties,difficulties,,war_conflict,,a problem or challenge to be overcome,,challenge;conflict;hindrances;obstacles;problem,ease;facility,,1036,926,3,BroadcastText;ItemSparse;JournalEncounterSection,difficulty:970;difficulties:66,10.8783,0.9,False,
skill,skill,skill,,skill,skill,lemma_group,skill;skills,skills,,light_holy;trade_crafting,,a talent or ability to do something well,,ability;expertise;friends;tactician;talent,,,817,816,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,skill:765;skills:52,14.6412,0.1,True,low_confidence
ally,ally,ally,,ally,ally,lemma_group,allies;ally,allies,,war_conflict,,people or groups that work together to achieve a common goal,,assist;friends;partners;support,adversary;enemy,,796,721,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,allies:674;ally:122,14.5147,0.8,False,
physical,physical,physical,,physical,physical,lemma_group,physical,,,nature_druid_emerald,,relating to the body or material world,,bodily;corporeal;material,,,796,750,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,physical:796,14.6809,0.5,True,low_confidence
create,create,create,,create,create,lemma_group,create;created;creates,created;creates,,magic_artifacts_runes,,to make or bring into existence,,build;construct;exist;make,demolish;destroy;ruin,,795,765,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,create:299;created:276;creates:220,13.7038,0.1,True,low_confidence
remain,remain,remain,,remain,remain,lemma_group,remaining;remains;remain;remained,remaining;remains;remained,,death_mourning;light_holy;nature_druid_emerald,,the parts of something that are left after it has been destroyed or broken down,,broken;continue;continued;destroyed;left;parts;persist;persisted;remaining;residual;stay;stayed,depart;intact;leave;whole,,779,743,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,remaining:395;remains:220;remain:148;remained:16,43.3982,0.6,True,low_confidence
random,random,random,,random,random,lemma_group,random,,,nature_druid_emerald,,"happening or done by chance, rather than being planned or deliberate",,chance;fortune;luck,deliberate;intentional;planned,,755,714,3,BroadcastText;ItemSparse;JournalEncounterSection,random:755,12.628,0.8,False,
avoid,avoid,avoid,,avoid,avoid,lemma_group,avoid;avoided;avoiding,avoided;avoiding,,travel_places;war_conflict,,to stay away from something or someone,,away;dodge;move;shun,approaching;encountering,,751,637,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,avoid:717;avoided:25;avoiding:9,14.5765,0.7,True,low_confidence
him,him,him,,him,him,lemma_group,him,,,family_relationships,,a male person or thing,,male;man;person,,,749,692,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,him:749,14.6201,0.5,True,low_confidence
dark,dark,dark,,dark,dark,lemma_group,dark,,,dark_profane,,lacking light or having little light,,bright;illuminated;light,,,743,705,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,dark:743,16.612,0.8,False,
back,back,back,,back,back,lemma_group,back,,,travel_places,,the rear part of something,,behind;rear,,,727,717,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,back:727,14.5903,1.0,False,
efficiently,efficiently,efficiently,,efficiently,efficiently,lemma_group,efficiently,,,trade_crafting,,"in a way that uses the least amount of time, effort, or resources",,effectively;productively;prudently,,,712,712,2,ItemSparse;JournalEncounter,efficiently:712,10.5695,1.0,False,
away,away,away,,away,away,lemma_group,away,,,travel_places,,to a distant place or location,,distant;far,,,699,669,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,away:699,14.5511,1.0,False,
location,location,location,,location,location,lemma_group,location;locations,locations,,travel_places,,a place or position in space,,place;position,,,691,658,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,location:610;locations:81,14.4151,0.7,True,low_confidence
appear,appear,appear,,appear,appear,lemma_group,appears;appear;appearing,appears;appearing,,magic_artifacts_runes;travel_places,,to become visible or noticeable,,apparent;becomes;existence;noticeable;view;visible,disappear;hide,,682,677,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,appears:569;appear:109;appearing:4,14.3456,0.8,False,
ability,ability,ability,,ability,ability,lemma_group,ability;abilities,abilities,,magic_artifacts_runes,,magical power or skill,,enchantment;magic;power;powers;skills,vulnerability;weakness,,673,639,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,ability:384;abilities:289,13.9532,0.8,False,
reach,reach,reach,,reach,reach,lemma_group,reaches;reaching;reached,reaches;reaching;reached,,trade_crafting;travel_places,,extends or stretches out to a particular point,,arrived;attained;extend;extends;spans;stretch;stretches,bounds;contracting;limits;shrinking,,653,629,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,reaches:374;reaching:267;reached:12,13.9269,0.6,True,low_confidence
tank,tank,tank,,tank,tank,lemma_group,tanks,tanks,,war_conflict,,large armored vehicles used in warfare,,armored;vehicle,,,641,639,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,tanks:641,14.4646,1.0,False,
nature,nature,nature,,nature,nature,lemma_group,nature,,,elements_primalists,,"the natural world, including plants and animals",,ecosystem;environment;world,,,637,552,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,nature:637,16.4583,0.9,False,
piece,piece,piece,,piece,piece,lemma_group,piece;pieces,pieces,,forge_weapons_armor,,a part of something larger,,fragment;part;section,complete;whole,,637,633,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,piece:525;pieces:112,14.2653,0.8,False,
healer,healer,healer,,healer,healer,lemma_group,healers,healers,,nature_druid_emerald,,people who help others to recover from illness or injury,,care;help,,,630,629,2,ItemSparse;JournalEncounterSection,healers:630,10.4473,0.4,True,low_confidence
know,know,know,,know,know,lemma_group,know;knowing,knowing,,emotion_morality,,to have knowledge or understanding of something,,awareness;knowledge;recognize;understand;understanding,,,628,622,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,know:621;knowing:7,14.4329,0.8,False,
strike,strike,strike,,strike,strike,lemma_group,strike;strikes,strikes,,corruption_defilement_curse;war_conflict,,to hit or attack something,,assault;attack;harm;hit,avoid;fail;miss,,626,595,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,strike:419;strikes:207,16.0403,0.9,False,
stand,stand,stand,,stand,stand,lemma_group,stand;standing;stands,standing;stands,,light_holy;travel_places;war_conflict,,to remain upright and not move,,building;purpose;remain;sit;structure;upright;walk,lying down;sitting,,623,598,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,stand:300;standing:233;stands:90,13.7071,0.7,True,low_confidence
overview,overview,overview,,overview,overview,lemma_group,overview,,,travel_places,,a general view or description of something,,description;view,,,617,617,2,ItemSparse;JournalEncounterSection,overview:617,10.4265,0.1,True,low_confidence
might,might,might,,might,might,lemma_group,might,,,light_holy,,great physical or mental strength,,force;power;strength,,,613,609,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,might:613,16.42,0.8,False,
ancient,ancient,ancient,,ancient,ancient,lemma_group,ancient;ancients,ancients,,light_holy;void_old_gods_cosmic_horror,,existing from a long time ago,,antique;mysterious;old;vintage,,,588,561,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,ancient:551;ancients:37,16.3135,0.8,False,
artifact,artifact,artifact,,artifact,artifact,lemma_group,artifact;artifacts,artifacts,,magic_artifacts_runes,,"an object made by humans, often with special powers or significance",,item;items;object;objects;thing;things,,,542,539,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,artifact:280;artifacts:262,15.6384,0.8,False,
before,before,before,,before,before,lemma_group,before,,,travel_places,,in front of or earlier than something else,,preceding;prior,,,523,505,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,before:523,14.2615,0.8,False,
spirit,spirit,spirit,,spirit,spirit,lemma_group,spirit;spirits,spirits,,death_mourning;shadowlands_soul_afterlife,,a non-physical entity or being,,ghost;ghosts;soul;souls,,,517,461,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,spirit:361;spirits:156,45.8916,0.3,True,low_confidence
attack,attack,attack,,attack,attack,lemma_group,attacks;attacking;attacked,attacks;attacking;attacked,,war_conflict,,"to launch a physical or verbal assault on someone, typically to defend oneself or something",,assault;raid;strike,,,516,487,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,attacks:404;attacking:84;attacked:28,14.0039,0.9,False,
longer,longer,longer,,longer,longer,lemma_group,longer,,,travel_places,,for a longer period of time or to a greater extent,,further;more,,,505,501,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,longer:505,14.2265,0.7,True,low_confidence
dur,dur,dur,,dur,dur,lemma_group,during,during,,travel_places,,at a time when something is happening or has happened,,in the course of;while,,,499,452,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,during:499,14.2146,0.8,False,
small,small,small,,small,small,lemma_group,small,,,nature_druid_emerald,,not large or big in size,,miniature;tiny,,,499,497,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,small:499,14.2146,0.7,True,low_confidence
gain,gain,gain,,gain,gain,lemma_group,gain;gains;gaining;gained,gains;gaining;gained,,trade_crafting;war_conflict,,to get or achieve something,,acquired;acquires;acquiring;attaining;benefit;effort;obtained;obtains;procuring;profit;something;struggle;win,fail;failing;harm;lose;losing,,496,483,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,gain:229;gains:182;gaining:63;gained:22,13.4381,0.6,True,low_confidence
hold,hold,hold,,hold,hold,lemma_group,hold;holding;holds,holding;holds,,war_conflict,,to possess or retain something,,clutch;grasp;grip;keep;possess;retain;seize,abandoning;letting go;releasing,,496,495,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,hold:339;holding:104;holds:53,13.8289,0.8,False,
could,could,could,,could,could,lemma_group,could,,,family_relationships,,to be able to do something or have the power to do it,,able;can,,,494,483,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,could:494,14.2046,0.8,False,
come,come,come,,come,come,lemma_group,come;comes,comes,,light_holy;travel_places,,to move towards or approach something,,approach;arrive;come near;visit,depart;goes away;leave;leaves,,491,482,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,come:356;comes:135,13.8777,0.7,True,low_confidence
destroy,destroy,destroy,,destroy,destroy,lemma_group,destroyed;destroy;destroys,destroyed;destroys,,corruption_defilement_curse;death_mourning,,past tense of 'destroy',,annihilate;harm;kill;ruin,build;create;preserve;preserves;protects,,489,463,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,destroyed:224;destroy:214;destroys:51,13.4161,0.8,False,
combatant,combatant,combatant,,combatant,combatant,lemma_group,combatant;combatants,combatants,,war_conflict,,a person or thing that fights or is involved in a fight,,battalion;fighter;fighters;soldier;soldiers;warriors,civilians;non-combatants,,488,480,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,combatant:456;combatants:32,14.1247,0.8,False,
sec,sec,sec,,sec,sec,lemma_group,sec,,,forge_weapons_armor,,"a unit of time, especially one that is equal to a second",,second;time;unit,,,488,474,2,ItemSparse;JournalEncounterSection,sec:488,10.1924,1.0,False,
taken,taken,taken,,taken,taken,lemma_group,taken,,,war_conflict,,to be seized or captured by someone or something,,captured;seized,,,488,480,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,taken:488,14.1924,0.7,True,low_confidence
form,form,form,,form,form,lemma_group,form;forms;formed;forming,forms;formed;forming,,light_holy;nature_druid_emerald;titan_order_machinery;war_conflict,,arrangement of troops or soldiers,,appearances;create;creating;formation;make;molding;morphs;order;shapes;shaping,,,476,441,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,form:302;forms:89;formed:46;forming:39,13.7137,0.8,False,
crystal,crystal,crystal,,crystal,crystal,lemma_group,crystal;crystals,crystals,,magic_artifacts_runes,,"a solid, transparent or translucent substance that is often used in jewelry or decorative objects",,decorative;mineral;rock;solid;stone;transparent,dull;gas;liquid;opaque,,471,439,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,crystal:313;crystals:158,43.7494,0.4,True,low_confidence
rune,rune,rune,,rune,rune,lemma_group,rune;runes,runes,,magic_artifacts_runes,,"a symbol or character that is used in magic or writing, often with special powers or meanings",,character;incantation;magic;spell;symbol,meaningless;ordinary,,468,434,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,rune:301;runes:167,43.7104,0.2,True,low_confidence
some,some,some,,some,some,lemma_group,some,,,light_holy,,a small or unspecified amount of something,,enough;few;many,,,468,457,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,some:468,14.1506,0.6,True,low_confidence
see,see,see,,see,see,lemma_group,see;sees,sees,,light_holy;travel_places,,to perceive with the eyes or to understand something,,become aware;discover;look;observe;perceive;watch,ignores;neglects;overlooks,,460,443,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,see:438;sees:22,14.0845,0.7,True,low_confidence
fight,fight,fight,,fight,fight,lemma_group,fight;fights,fights,,war_conflict,,"to engage in a physical or verbal contest with someone, typically to defend oneself or something",,battle;combat;contest;struggle,,,456,440,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,fight:422;fights:34,14.0474,0.4,True,low_confidence
perform,perform,perform,,perform,perform,lemma_group,perform;performs;performing;performed,performs;performing;performed,,magic_artifacts_runes;ritual_religion,,to carry out or accomplish a task,,accomplish;carries out;ceremony;do;execute;executes;fulfills;incantation;ritual,aborting;fail;failing;fails to perform;interrupting;is unsuccessful;omit,,453,452,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,perform:370;performs:49;performing:20;performed:14,13.9162,0.5,True,low_confidence
begin,begin,begin,,begin,begin,lemma_group,begins;begin,begins,,light_holy;travel_places,,starts or commences something,,commence;initiate;start,end;terminate,,448,421,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,begins:314;begin:134,13.7526,0.9,False,
heal,heal,heal,,heal,heal,lemma_group,healing;healed,healing;healed,,death_mourning;ritual_religion,,restoring health or wholeness,,cure;cured;medicine;repaired;restored;salvation,damaged;harm;injured;injury,,436,405,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,healing:381;healed:55,13.9454,0.2,True,low_confidence
new,new,new,,new,new,lemma_group,new,,,light_holy,,"recently created or introduced, or not previously known or experienced",,fresh;innovative;original,,,426,413,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,new:426,14.0568,0.7,True,low_confidence
too,too,too,,too,too,lemma_group,too,,,light_holy,,"exceeding or surpassing a limit, or more than is needed or wanted",,also;as well;likewise,,,426,416,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,too:426,14.0568,0.6,True,low_confidence
become,become,become,,become,become,lemma_group,become;becomes,becomes,,light_holy;magic_artifacts_runes,,to change or develop into something else,,change;develop;evolve;transform,remains;stays,,424,415,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,become:270;becomes:154,13.6021,0.1,True,low_confidence
armor,armor,armor,,armor,armor,lemma_group,armor,,,forge_weapons_armor,,protective clothing or equipment worn to prevent injury,,clothing;equipment;protection,,,423,394,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,armor:423,16.0497,0.8,False,
most,most,most,,most,most,lemma_group,most,,,light_holy,,"the greatest or largest amount of something, or the best or highest quality",,best;greatest;largest,,,418,409,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,most:418,14.0379,0.7,True,low_confidence
those,those,those,,those,those,lemma_group,those,,,light_holy,,"used to refer to people or things that are previously mentioned, or to indicate a group of people or things",,their;them;they,,,410,405,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,those:410,14.0186,0.6,True,low_confidence
lord,lord,lord,,lord,lord,lemma_group,lord;lords,lords,,nobility_titles_power,,"a person of high social status or authority, often with power over others",,authority;masters;person;rulers;sovereigns;status,servant;subject;subjects;vassals,,407,382,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,lord:381;lords:26,43.9454,0.9,False,
seem,seem,seem,,seem,seem,lemma_group,seems;seem;seemed,seems;seemed,,emotion_morality;magic_artifacts_runes,,to appear or seem to be something,,appear;look;something,,,397,397,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,seems:270;seem:112;seemed:15,13.6021,0.1,True,low_confidence
vendor,vendor,vendor,,vendor,vendor,lemma_group,vendor;vendors,vendors,,trade_crafting,,a person or business that sells goods or services,,goods;market;merchant;seller;shop;trader,buyers;customers,,397,397,2,ItemNameDescription;ItemSparse,vendor:298;vendors:99,9.7004,0.9,False,
charge,charge,charge,,charge,charge,lemma_group,charge;charges,charges,,corruption_defilement_curse;war_conflict,,to attack or assault someone/something,,assault;attack;raid,defeat;defense;protection;retreat;withdrawal,,389,360,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,charge:253;charges:136,13.5373,0.8,False,
spe,spe,spe,,spe,spe,lemma_group,speed,speed,,trade_crafting,,"the rate at which something moves or is done, especially quickly or efficiently",,pace;rate;velocity,delay;slowness,,386,358,3,BroadcastText;ItemSparse;JournalEncounterSection,speed:386,11.9584,0.8,False,
leave,leave,leave,,leave,leave,lemma_group,leave;leaves,leaves,,nature_druid_emerald;travel_places,,to go away from a place or situation,,depart;exit;exits;go;goes,linger;remain;stay,,385,380,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,leave:200;leaves:185,13.3033,0.3,True,low_confidence
enchantment,enchantment,enchantment,,enchantment,enchantment,lemma_group,enchantment;enchantments,enchantments,,magic_artifacts_runes,,a magical or mystical power that affects something,,abilities;magic;magical;mystical;powers,corruption_defilement_curse,,383,381,3,ItemSparse;JournalEncounter;JournalEncounterSection,enchantment:360;enchantments:23,11.8889,0.8,False,
melee,melee,melee,,melee,melee,lemma_group,melee,,,war_conflict,,close combat or hand-to-hand fighting,,battle;fighting;skirmish,distance;ranged,,383,354,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,melee:383,13.9506,0.3,True,low_confidence
defeat,defeat,defeat,,defeat,defeat,lemma_group,defeat;defeating,defeating,,corruption_defilement_curse;war_conflict,,to be defeated or overcome by someone or something,,conquer;conquered;defeated;enemy;overcome,,,381,367,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,defeat:305;defeating:76,13.7236,0.9,False,
under,under,under,,under,under,lemma_group,under,,,travel_places,,below or beneath something,,below;beneath;subterranean,above;over,,381,377,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,under:381,13.9454,0.1,True,low_confidence
find,find,find,,find,find,lemma_group,find;finding;finds,finding;finds,,travel_places,,discover or locate something,,come;discover;discovering;locate;locating;positive;search;uncovering,loses;misplaces,,380,379,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,find:348;finding:21;finds:11,13.8551,0.8,False,
king,king,king,,king,king,lemma_group,king,,,nobility_titles_power,,a monarch or ruler,,lord;queen,,,380,340,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,king:380,45.9428,0.5,True,low_confidence
equipment,equipment,equipment,,equipment,equipment,lemma_group,equipment,,,forge_weapons_armor,,tools or gear for a particular activity,,apparatus;gear;tool,disadvantage;handicap,,378,367,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,equipment:378,13.9375,0.9,False,
gather,gather,gather,,gather,gather,lemma_group,gathered;gather;gathering,gathered;gathering,,trade_crafting;travel_places,,to collect or assemble something,,assemble;assembly;bring;collect;congregation;meeting,,,371,370,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,gathered:283;gather:48;gathering:40,13.649,0.5,True,low_confidence
hit,hit,hit,,hit,hit,lemma_group,hit;hits,hits,,war_conflict,,to strike or collide with something,,,,,368,356,3,BroadcastText;ItemSparse;JournalEncounterSection,hit:293;hits:75,11.6836,0.1,True,low_confidence
about,about,about,,about,about,lemma_group,about,,,travel_places,,concerning or relating to something,,connected;pertaining;regarding,irrelevant;unrelated,,362,358,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,about:362,13.8944,0.1,True,low_confidence
don't,don't,don't,,don't,don't,lemma_group,don't,,,emotion_morality,,do not or refrain from doing something,,abstain;avoid;refrain,do;perform,,361,350,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,don't:361,13.8916,0.8,False,
let,let,let,,let,let,lemma_group,let;lets,lets,,law_oath_crime;travel_places,,to allow or permit something to happen,,allow;grant;happen;permit,,,361,359,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,let:337;lets:24,13.823,0.7,True,low_confidence
keep,keep,keep,,keep,keep,lemma_group,keep;keeps;keeping,keeps;keeping,,family_relationships;trade_crafting,,to hold or retain something,,hold;holding;maintaining;retain,,,359,352,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,keep:284;keeps:46;keeping:29,13.6525,0.6,True,low_confidence
dismiss,dismiss,dismiss,,dismiss,dismiss,lemma_group,dismiss,,,law_oath_crime,,to send someone away or to end a relationship,,oath;sworn;vow,keep;retain,,356,356,2,ItemSparse;JournalEncounter,dismiss:356,9.8777,0.8,False,
additional,additional,additional,,additional,additional,lemma_group,additional,,,trade_crafting,,more or extra of something,,auxiliary;extra;supplemental,inadequate;insufficient,,355,333,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,additional:355,13.8749,0.6,True,low_confidence
cast,cast,cast,,cast,cast,lemma_group,casts,casts,,light_holy,,performs a magical spell,,casting;magic;spell,,,352,334,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,casts:352,13.8665,0.8,False,
enough,enough,enough,,enough,enough,lemma_group,enough,,,law_oath_crime,,sufficient or adequate,,adequate;ample;suffice,,,351,347,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,enough:351,13.8636,0.7,True,low_confidence
twilight,twilight,twilight,,twilight,twilight,lemma_group,twilight,,,corruption_defilement_curse,,the time of day when the sun is below the horizon but not yet fully dark,,day;evening;night,,,350,273,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,twilight:350,15.8608,0.8,False,
